Data,Italia (senza vincoli),Austria,Calabria,Centro Nord,Corsica AC,Corsica,Centro Sud,Francia,Grecia,Nord,Sardegna,Sicilia,Slovenia,Sud,Svizzera,Slovenia Coupling,Francia Coupling,Austria Coupling,Malta,Montenegro,Grecia Coupling,Italia  Coupling,Totale Italia
05/03/2024,"16.752,841","0,000","538,068","1.515,400","0,000","0,000","2.422,670","0,000","0,000","6.979,804","804,973","892,068","0,000","3.291,653","237,368","0,000","0,000","0,000","6,000","40,000","0,000","0,000","16.728,004"
06/03/2024,"17.240,927","0,000","723,024","908,337","0,000","0,000","2.514,129","0,000","0,000","5.505,956","579,980","850,051","0,000","4.089,118","465,403","30,000","0,000","0,000","37,000","0,000","289,425","0,000","15.992,423"
07/03/2024,"14.476,570","0,000","485,905","1.415,045","0,000","0,000","2.400,485","0,000","0,000","6.371,968","692,796","1.444,385","0,000","2.076,394","70,284","115,000","0,000","0,000","34,000","120,000","158,988","0,000","15.385,250"
08/03/2024,"13.374,957","0,000","256,439","1.282,919","0,000","0,000","2.638,335","0,000","0,000","6.187,390","502,275","908,241","0,000","1.611,291","80,000","19,596","0,000","0,000","0,000","165,000","347,671","0,000","13.999,157"
09/03/2024,"13.758,876","0,000","326,296","1.010,357","0,000","0,000","3.061,924","0,000","0,000","5.786,533","1.128,832","932,188","0,000","2.403,493","200,000","0,000","0,000","0,000","82,000","30,000","30,520","0,000","14.992,143"
10/03/2024,"13.311,154","0,000","282,866","752,205","0,000","0,000","1.910,927","0,000","0,000","5.590,221","852,495","708,164","0,000","1.643,596","1.422,672","0,000","0,000","0,000","0,000","30,000","343,819","0,000","13.536,965"
11/03/2024,"14.318,359","0,000","698,945","777,643","0,000","0,000","2.094,211","0,000","0,000","5.863,902","639,016","971,609","0,000","2.969,251","480,268","0,000","0,000","0,000","0,000","25,000","162,755","0,000","14.682,600"
12/03/2024,"14.941,744","0,000","351,491","792,231","0,000","0,000","1.870,648","0,000","0,000","5.025,271","761,963","661,407","0,000","2.371,373","2.060,542","30,000","0,000","0,000","147,284","18,000","16,644","0,000","14.106,854"
13/03/2024,"14.640,490","0,000","618,471","1.167,118","0,000","0,000","2.429,446","0,000","0,000","5.807,471","398,834","2.846,368","0,000","2.112,998","1.163,259","325,684","0,000","0,000","45,000","45,000","204,021","0,000","17.163,670"
14/03/2024,"13.194,719","0,000","439,885","821,591","0,000","0,000","1.994,050","0,000","0,000","5.409,680","160,385","1.117,820","0,000","2.060,869","738,267","271,863","0,000","0,000","0,000","0,000","182,975","0,000","13.197,385"
15/03/2024,"10.318,402","0,000","166,706","1.060,602","0,000","0,000","1.997,918","0,000","0,000","4.685,970","327,600","557,867","0,000","1.929,967","0,000","0,000","0,000","0,000","14,000","15,000","0,000","0,000","10.755,630"
16/03/2024,"14.391,143","0,000","239,936","1.180,460","0,000","0,000","3.188,122","0,000","0,000","5.337,271","827,840","987,069","0,000","2.506,305","194,000","65,000","0,000","0,000","0,000","0,000","79,665","0,000","14.605,668"
17/03/2024,"11.683,553","0,000","206,257","1.492,060","0,000","0,000","2.079,016","0,000","0,000","3.431,829","285,673","816,708","0,000","3.320,225","403,390","15,000","0,000","0,000","0,000","45,000","1,969","0,000","12.097,127"
18/03/2024,"14.530,335","0,000","540,372","1.301,563","0,000","0,000","3.292,636","0,000","0,000","5.460,311","320,609","1.153,938","0,000","3.240,232","126,000","0,000","0,000","0,000","0,000","15,000","33,785","0,000","15.484,446"
19/03/2024,"14.969,654","0,000","408,475","1.240,982","0,000","0,000","2.942,470","0,000","0,000","5.117,011","506,195","1.717,172","0,000","6.710,153","0,000","10,000","0,000","0,000","0,000","0,000","29,196","0,000","18.681,654"
20/03/2024,"15.181,153","0,000","417,330","1.626,598","0,000","0,000","2.320,632","0,000","0,000","6.525,967","306,682","1.191,780","0,000","1.628,418","1.049,743","439,988","0,000","0,000","0,000","0,000","308,378","0,000","15.815,516"
21/03/2024,"16.997,626","0,000","684,550","854,825","0,000","0,000","4.979,848","0,000","0,000","6.386,733","764,113","2.034,223","0,000","4.016,535","110,964","100,000","0,000","0,000","4,000","20,000","111,194","0,000","20.066,985"
22/03/2024,"12.875,284","0,000","293,322","1.082,855","0,000","0,000","3.372,846","0,000","0,000","5.231,377","615,661","565,231","0,000","2.270,196","156,292","56,200","0,000","0,000","0,000","0,000","18,071","0,000","13.662,051"
23/03/2024,"14.757,325","0,000","386,842","921,736","0,000","0,000","3.064,907","0,000","0,000","7.723,235","513,742","921,775","0,000","1.342,083","40,000","0,000","0,000","0,000","0,000","10,000","0,000","0,000","14.924,320"
24/03/2024,"13.484,882","0,000","409,724","657,902","0,000","0,000","2.209,464","0,000","0,000","4.825,794","891,205","651,258","0,000","2.070,308","67,500","0,000","0,000","0,000","51,109","22,500","242,050","0,000","12.098,814"
25/03/2024,"10.562,287","0,000","542,918","1.341,415","0,000","0,000","1.624,419","0,000","0,000","4.272,612","193,345","457,993","0,000","1.320,964","977,099","90,000","0,000","0,000","36,000","120,000","76,552","0,000","11.053,317"
26/03/2024,"15.732,221","0,000","367,320","1.176,154","0,000","0,000","3.644,435","0,000","0,000","5.267,171","967,505","1.327,311","0,000","3.169,295","490,000","16,000","0,000","0,000","8,000","10,000","0,000","0,000","16.443,191"
27/03/2024,"18.967,087","0,000","257,537","2.034,695","0,000","0,000","3.114,116","0,000","0,000","9.419,845","964,987","1.332,878","0,000","2.311,461","1.577,750","0,000","0,000","0,000","0,000","32,500","0,000","0,000","21.045,769"
28/03/2024,"18.882,730","0,000","411,125","1.785,207","0,000","0,000","3.109,093","0,000","0,000","6.762,423","348,150","1.703,264","0,000","1.303,323","1.086,062","0,000","0,000","0,000","0,000","10,000","237,756","0,000","16.756,403"
29/03/2024,"15.318,168","0,000","247,727","1.584,476","0,000","0,000","2.384,813","0,000","0,000","6.895,172","868,328","1.378,968","0,000","2.620,963","60,000","0,000","0,000","0,000","6,000","60,000","0,000","0,000","16.106,447"
30/03/2024,"12.462,662","0,000","409,984","861,377","0,000","0,000","4.355,936","0,000","0,000","3.335,080","934,817","994,162","0,000","2.660,830","100,000","0,000","0,000","0,000","0,000","15,000","0,000","0,000","13.667,186"
31/03/2024,"15.290,257","0,000","140,998","2.993,174","0,000","0,000","2.739,717","0,000","0,000","3.577,048","3.606,099","1.258,351","0,000","1.688,179","0,000","0,000","0,000","0,000","11,000","0,000","36,450","0,000","16.051,016"
01/04/2024,"13.265,885","0,000","260,974","861,275","0,000","0,000","2.372,332","0,000","0,000","6.380,508","727,737","640,456","0,000","1.665,262","801,686","0,000","0,000","0,000","0,000","55,000","102,723","0,000","13.867,953"
02/04/2024,"12.943,392","0,000","279,448","1.269,236","0,000","0,000","2.353,790","0,000","0,000","5.952,338","608,666","531,013","0,000","1.534,319","529,500","0,000","0,000","0,000","33,000","90,000","385,076","0,000","13.566,386"
03/04/2024,"21.646,611","0,000","267,191","1.355,657","0,000","0,000","4.460,308","0,000","0,000","8.373,898","381,538","626,483","0,000","2.700,657","3.438,706","455,571","0,000","0,000","150,000","109,537","181,622","0,000","22.501,168"
04/04/2024,"17.361,562","0,000","1.114,259","1.620,972","0,000","0,000","2.655,571","0,000","0,000","8.253,756","288,217","963,144","0,000","1.647,484","1.159,842","18,060","0,000","0,000","25,000","90,000","96,306","0,000","17.932,611"
05/04/2024,"12.504,584","0,000","174,256","2.063,357","0,000","0,000","2.419,793","0,000","0,000","5.721,827","256,028","621,795","0,000","1.721,145","25,000","0,000","0,000","0,000","12,000","105,000","0,000","0,000","13.120,201"
06/04/2024,"12.687,496","0,000","198,660","834,948","0,000","0,000","1.054,560","0,000","0,000","9.531,326","612,744","2.032,822","0,000","715,785","630,000","386,556","0,000","0,000","1,000","420,000","367,510","0,000","16.785,911"
07/04/2024,"10.465,567","0,000","323,950","1.241,185","0,000","0,000","1.686,936","0,000","0,000","3.888,606","384,037","1.008,578","0,000","1.743,005","440,000","0,000","0,000","0,000","0,000","250,000","0,000","0,000","10.966,297"
08/04/2024,"13.148,472","0,000","199,699","1.148,936","0,000","0,000","2.377,515","0,000","0,000","4.008,214","224,819","576,981","0,000","1.176,944","3.486,082","25,000","0,000","0,000","0,000","60,000","262,862","0,000","13.547,052"
09/04/2024,"16.504,052","0,000","256,220","1.433,183","0,000","0,000","4.077,398","0,000","0,000","6.005,270","917,256","881,447","0,000","2.627,392","1.036,368","0,000","0,000","0,000","0,000","45,000","6,063","0,000","17.285,597"
10/04/2024,"17.125,079","0,000","190,069","1.659,902","0,000","0,000","2.836,419","0,000","0,000","7.619,816","1.333,935","1.013,629","0,000","2.572,143","576,000","32,000","0,000","0,000","0,000","0,000","171,004","0,000","18.004,917"
11/04/2024,"13.395,417","0,000","287,331","1.365,186","0,000","0,000","2.625,306","0,000","0,000","5.780,525","488,061","868,385","0,000","1.846,219","333,458","42,067","0,000","0,000","33,000","60,000","36,909","0,000","13.766,447"
12/04/2024,"14.444,141","0,000","298,249","846,120","0,000","0,000","3.054,120","0,000","0,000","5.353,646","508,125","962,893","0,000","1.514,761","2.536,575","10,000","0,000","0,000","23,000","140,000","273,662","0,000","15.521,151"
13/04/2024,"9.061,140","0,000","157,398","1.011,034","0,000","0,000","1.702,378","0,000","0,000","3.466,672","161,126","823,287","0,000","1.831,487","33,750","0,000","0,000","0,000","5,000","110,000","0,000","0,000","9.302,132"
14/04/2024,"9.314,253","0,000","117,138","768,074","0,000","0,000","1.718,073","0,000","0,000","4.735,828","149,574","466,977","0,000","1.270,489","45,000","0,000","0,000","0,000","10,000","201,562","0,000","0,000","9.482,715"
15/04/2024,"10.375,683","0,000","197,075","1.037,780","0,000","0,000","2.457,260","0,000","0,000","4.437,961","102,328","877,949","0,000","966,971","531,804","75,000","0,000","0,000","33,000","47,500","61,685","0,000","10.826,313"
16/04/2024,"18.081,754","0,000","314,827","1.937,521","0,000","0,000","4.934,487","0,000","0,000","5.823,245","1.205,893","830,616","0,000","3.686,875","65,000","0,000","0,000","0,000","3,000","30,000","0,000","0,000","18.831,464"
17/04/2024,"17.232,301","0,000","326,832","1.261,038","0,000","0,000","4.157,354","0,000","0,000","5.933,349","988,826","1.424,966","0,000","2.578,640","177,280","330,000","0,000","0,000","0,000","30,000","73,923","0,000","17.282,208"
18/04/2024,"14.407,642","0,000","323,742","1.173,552","0,000","0,000","4.867,084","0,000","0,000","5.411,900","507,069","638,540","0,000","1.502,271","233,400","32,633","0,000","0,000","0,000","20,000","12,859","0,000","14.723,050"
19/04/2024,"11.437,555","0,000","324,221","1.133,448","0,000","0,000","2.220,871","0,000","0,000","5.175,120","560,733","773,361","0,000","1.492,043","129,400","0,000","0,000","0,000","0,000","0,000","0,000","0,000","11.809,197"
20/04/2024,"13.461,948","0,000","376,737","557,229","0,000","0,000","2.329,784","0,000","0,000","4.167,769","385,390","607,659","0,000","3.618,478","405,000","0,000","0,000","0,000","188,859","10,000","0,000","0,000","12.646,905"
21/04/2024,"15.086,853","0,000","348,419","745,750","0,000","0,000","1.953,709","0,000","0,000","8.838,920","169,922","738,564","0,000","2.309,937","780,149","0,000","0,000","0,000","0,000","165,000","0,000","0,000","16.050,370"
22/04/2024,"13.762,579","0,000","119,447","991,639","0,000","0,000","2.015,768","0,000","0,000","4.853,802","294,721","552,026","0,000","2.743,269","1.168,000","398,800","0,000","0,000","50,800","85,605","169,674","0,000","13.443,551"
23/04/2024,"17.096,674","0,000","191,767","1.015,543","0,000","0,000","2.421,983","0,000","0,000","10.028,220","616,131","800,025","0,000","1.412,854","985,000","67,656","0,000","0,000","0,000","20,000","257,102","0,000","17.816,281"
24/04/2024,"19.592,103","0,000","516,131","1.287,887","0,000","0,000","3.071,819","0,000","0,000","8.780,606","1.007,888","1.520,451","0,000","3.299,360","800,000","15,000","0,000","0,000","0,000","0,000","12,887","0,000","20.312,029"
25/04/2024,"14.230,499","0,000","373,253","986,779","0,000","0,000","2.352,036","0,000","0,000","5.488,588","550,733","666,008","0,000","3.271,989","656,892","0,000","0,000","0,000","70,000","88,362","132,221","0,000","14.636,861"
26/04/2024,"17.058,588","0,000","256,095","1.100,291","0,000","0,000","6.419,772","0,000","0,000","5.833,879","365,573","789,554","0,000","1.429,742","441,199","203,769","0,000","0,000","175,000","250,000","266,784","0,000","17.531,658"
27/04/2024,"11.229,247","0,000","315,624","729,883","0,000","0,000","1.460,658","0,000","0,000","4.411,659","809,381","1.189,274","0,000","1.692,622","78,750","0,000","0,000","0,000","5,000","108,166","107,533","0,000","10.908,550"
28/04/2024,"10.907,828","0,000","127,673","463,598","0,000","0,000","1.773,677","0,000","0,000","6.375,415","437,654","664,886","0,000","1.022,513","64,799","0,000","0,000","0,000","8,000","52,658","0,000","0,000","10.990,873"
29/04/2024,"10.786,281","0,000","134,968","946,634","0,000","0,000","2.244,093","0,000","0,000","4.384,906","351,356","829,688","0,000","1.252,214","267,809","351,532","0,000","0,000","0,000","65,000","31,789","0,000","10.859,989"
