Data,Italia (senza vincoli),Austria,Calabria,Centro Nord,Corsica AC,Corsica,Centro Sud,Francia,Grecia,Nord,Sardegna,Sicilia,Slovenia,Sud,Svizzera,Slovenia Coupling,Francia Coupling,Austria Coupling,Malta,Montenegro,Grecia Coupling,Italia  Coupling,Totale Italia
03/02/2024,"6.115,439","0,000","264,012","670,462","0,000","0,000","1.409,779","0,000","0,000","2.122,909","150,939","273,051","0,000","1.266,260","55,000","30,000","0,000","0,000","5,000","57,500","52,137","0,000","6.357,049"
04/02/2024,"6.446,792","0,000","151,165","398,095","0,000","0,000","1.539,117","0,000","0,000","2.614,118","143,114","353,221","0,000","1.105,767","102,500","20,000","0,000","0,000","0,000","16,250","117,235","0,000","6.560,582"
05/02/2024,"6.706,075","0,000","193,420","340,964","0,000","0,000","919,270","0,000","0,000","3.296,993","142,882","349,986","0,000","1.166,600","305,500","112,662","0,000","0,000","26,000","93,750","100,068","0,000","7.048,095"
06/02/2024,"8.484,019","0,000","632,562","513,633","0,000","0,000","1.719,419","0,000","0,000","3.745,804","151,876","385,610","0,000","1.323,211","85,000","0,000","0,000","0,000","0,000","81,250","0,361","0,000","8.638,726"
07/02/2024,"8.734,472","0,000","563,190","410,074","0,000","0,000","1.217,190","0,000","0,000","3.753,808","237,251","959,514","0,000","1.250,991","408,374","25,000","0,000","0,000","0,000","78,750","0,000","0,000","8.904,142"
08/02/2024,"7.198,823","0,000","573,909","380,727","0,000","0,000","1.165,341","0,000","0,000","2.426,892","255,867","651,166","0,000","1.183,992","484,195","0,000","0,000","0,000","0,000","11,250","215,494","0,000","7.348,833"
09/02/2024,"7.188,142","0,000","88,604","811,006","0,000","0,000","1.428,963","0,000","0,000","2.695,014","392,787","437,551","0,000","1.652,612","20,000","0,000","0,000","0,000","0,000","4,545","0,000","0,000","7.531,082"
10/02/2024,"7.545,846","0,000","161,617","287,706","0,000","0,000","948,074","0,000","0,000","3.400,556","313,094","735,481","0,000","1.345,387","606,686","0,000","0,000","0,000","28,000","115,000","254,245","0,000","8.195,846"
11/02/2024,"9.220,378","0,000","215,586","396,390","0,000","0,000","1.769,682","0,000","0,000","2.918,756","273,078","550,519","0,000","708,709","1.751,489","25,000","0,000","0,000","0,000","47,633","720,174","0,000","9.377,016"
12/02/2024,"10.411,440","0,000","165,500","352,126","0,000","0,000","1.211,337","0,000","0,000","4.706,128","314,411","2.490,126","0,000","993,432","292,500","45,000","0,000","0,000","18,000","82,500","20,470","0,000","10.691,530"
13/02/2024,"8.436,603","0,000","192,927","608,043","0,000","0,000","1.634,818","0,000","0,000","3.920,502","159,932","660,592","0,000","1.396,078","75,000","0,000","0,000","0,000","0,000","21,250","18,431","0,000","8.687,573"
14/02/2024,"6.565,093","0,000","152,561","627,141","0,000","0,000","1.155,439","0,000","0,000","2.351,927","79,013","428,395","0,000","917,340","255,145","49,784","0,000","0,000","12,439","75,000","41,000","0,000","6.145,184"
15/02/2024,"6.106,948","0,000","91,799","578,984","0,000","0,000","1.473,567","0,000","0,000","2.339,154","147,196","687,769","0,000","362,021","679,224","178,700","0,000","0,000","5,717","35,000","61,106","0,000","6.640,237"
16/02/2024,"6.474,210","0,000","67,307","440,652","0,000","0,000","1.095,432","0,000","0,000","3.549,027","232,487","321,890","0,000","362,938","227,500","111,889","0,000","0,000","0,000","59,508","93,617","0,000","6.562,247"
17/02/2024,"4.147,193","0,000","50,817","377,101","0,000","0,000","806,377","0,000","0,000","1.796,149","65,079","217,726","0,000","697,564","10,000","174,200","0,000","0,000","10,000","50,000","0,000","0,000","4.255,013"
18/02/2024,"5.912,163","0,000","104,133","471,825","0,000","0,000","766,692","0,000","0,000","3.230,243","171,039","182,177","0,000","927,734","97,500","0,000","0,000","0,000","12,000","41,250","0,000","0,000","6.004,593"
19/02/2024,"5.882,509","0,000","280,808","418,243","0,000","0,000","934,079","0,000","0,000","2.770,223","245,006","274,700","0,000","861,142","30,516","15,000","0,000","0,000","0,000","10,000","171,242","0,000","6.010,959"
20/02/2024,"5.435,184","0,000","181,629","463,236","0,000","0,000","899,314","0,000","0,000","2.695,055","149,151","541,022","0,000","688,411","30,000","0,000","0,000","0,000","0,000","5,000","20,766","0,000","5.673,584"
21/02/2024,"5.089,881","0,000","124,466","554,194","0,000","0,000","932,568","0,000","0,000","2.109,808","196,197","392,167","0,000","779,663","106,652","0,000","0,000","0,000","0,000","9,062","1,614","0,000","5.206,391"
22/02/2024,"13.264,610","0,000","164,632","410,233","0,000","0,000","892,934","0,000","0,000","10.153,242","46,595","894,997","0,000","651,801","0,000","0,000","0,000","0,000","0,000","24,750","411,987","0,000","13.651,171"
23/02/2024,"9.763,535","0,000","293,156","873,603","0,000","0,000","1.335,363","0,000","0,000","5.124,353","239,910","417,991","0,000","1.571,010","182,815","0,000","0,000","0,000","0,000","45,000","0,000","0,000","10.083,201"
24/02/2024,"8.732,297","0,000","275,624","1.107,325","0,000","0,000","1.164,980","0,000","0,000","3.325,513","167,489","1.897,847","0,000","1.246,231","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","9.185,009"
25/02/2024,"5.881,552","0,000","248,563","546,769","0,000","0,000","1.013,286","0,000","0,000","1.875,423","191,153","313,085","0,000","1.842,333","52,990","0,000","0,000","0,000","0,000","26,000","0,000","0,000","6.109,602"
26/02/2024,"5.822,863","0,000","144,132","346,053","0,000","0,000","899,990","0,000","0,000","3.164,896","120,452","516,367","0,000","795,404","222,000","0,000","0,000","0,000","0,000","111,000","0,000","0,000","6.320,294"
27/02/2024,"7.963,834","0,000","159,234","435,407","0,000","0,000","1.322,584","0,000","0,000","3.373,754","180,995","935,293","0,000","1.623,023","165,000","0,000","0,000","0,000","0,000","47,500","133,847","0,000","8.376,637"
28/02/2024,"10.412,646","0,000","155,483","333,856","0,000","0,000","1.404,764","0,000","0,000","2.264,861","1.861,610","2.268,447","0,000","2.224,761","201,160","0,000","0,000","0,000","0,000","104,378","0,000","0,000","10.819,320"
29/02/2024,"12.298,260","0,000","465,546","1.761,579","0,000","0,000","2.388,442","0,000","0,000","3.346,364","387,880","630,043","0,000","3.413,206","200,000","0,000","0,000","0,000","0,000","78,500","0,000","0,000","12.671,560"
01/03/2024,"7.903,124","0,000","173,757","565,060","0,000","0,000","1.940,231","0,000","0,000","3.373,847","267,779","292,583","0,000","1.773,977","0,000","0,000","0,000","0,000","17,000","36,000","0,000","0,000","8.440,234"
02/03/2024,"6.051,766","0,000","54,434","813,667","0,000","0,000","799,308","0,000","0,000","2.113,884","129,203","237,366","0,000","981,277","4,686","275,000","0,000","0,000","11,000","0,000","1.166,381","0,000","6.586,206"
03/03/2024,"6.090,316","0,000","148,700","298,866","0,000","0,000","621,693","0,000","0,000","3.769,554","171,670","502,856","0,000","835,548","72,500","0,000","0,000","0,000","5,000","30,000","2,803","0,000","6.459,190"
04/03/2024,"6.714,620","0,000","181,014","508,705","0,000","0,000","756,061","0,000","0,000","2.838,242","268,984","367,138","0,000","1.120,954","696,441","106,878","0,000","0,000","0,000","67,250","20,586","0,000","6.932,253"
05/03/2024,"8.219,086","0,000","736,178","612,454","0,000","0,000","1.030,417","0,000","0,000","3.332,907","283,612","333,160","0,000","1.935,635","17,500","0,000","0,000","0,000","46,000","6,250","0,000","0,000","8.334,113"
06/03/2024,"8.863,373","0,000","261,246","455,796","0,000","0,000","1.768,608","0,000","0,000","3.142,375","249,100","685,637","0,000","1.168,086","406,033","80,000","0,000","0,000","29,000","6,250","68,924","0,000","8.321,055"
07/03/2024,"7.332,355","0,000","200,192","415,537","0,000","0,000","1.101,772","0,000","0,000","3.703,168","111,680","261,929","0,000","1.606,827","104,000","0,000","0,000","0,000","0,000","23,500","0,000","0,000","7.528,605"
08/03/2024,"9.016,068","0,000","182,722","450,679","0,000","0,000","1.566,589","0,000","0,000","4.307,302","237,520","477,863","0,000","1.003,296","187,000","617,012","0,000","0,000","0,000","82,000","76,700","0,000","9.188,683"
09/03/2024,"7.231,972","0,000","191,816","492,631","0,000","0,000","1.456,332","0,000","0,000","2.483,863","556,012","195,338","0,000","1.713,799","0,000","0,000","0,000","0,000","75,000","0,000","304,711","0,000","7.469,502"
10/03/2024,"7.541,048","0,000","254,810","1.057,482","0,000","0,000","1.294,532","0,000","0,000","2.916,357","620,982","426,281","0,000","1.567,356","0,000","0,000","0,000","0,000","0,000","0,000","4,421","0,000","8.142,221"
11/03/2024,"9.147,618","0,000","162,502","329,083","0,000","0,000","1.309,986","0,000","0,000","2.942,520","454,543","2.653,997","0,000","861,625","726,187","462,628","0,000","0,000","135,400","86,000","0,000","0,000","10.124,471"
12/03/2024,"10.418,525","0,000","230,055","540,731","0,000","0,000","670,324","0,000","0,000","3.461,518","494,092","349,659","0,000","887,334","2.788,779","424,628","0,000","0,000","0,000","30,000","1,507","0,000","9.878,627"
13/03/2024,"10.959,472","0,000","702,119","532,249","0,000","0,000","1.036,062","0,000","0,000","3.556,958","97,339","1.972,035","0,000","2.046,410","354,000","12,085","0,000","0,000","0,000","103,500","113,115","0,000","10.525,872"
14/03/2024,"5.945,678","0,000","29,200","517,609","0,000","0,000","970,067","0,000","0,000","2.308,215","63,511","645,608","0,000","751,618","485,200","25,000","0,000","0,000","0,000","50,080","198,693","0,000","6.044,801"
15/03/2024,"4.883,364","0,000","110,080","438,460","0,000","0,000","719,152","0,000","0,000","2.687,470","301,543","172,804","0,000","570,726","2,500","0,000","0,000","0,000","0,000","5,000","29,707","0,000","5.037,442"
16/03/2024,"6.038,620","0,000","143,864","428,636","0,000","0,000","1.001,526","0,000","0,000","2.401,026","217,283","305,015","0,000","596,359","298,561","10,000","0,000","0,000","0,000","19,750","837,462","0,000","6.259,482"
17/03/2024,"5.136,685","0,000","128,728","386,962","0,000","0,000","985,729","0,000","0,000","2.128,522","279,071","360,560","0,000","706,476","125,000","0,000","0,000","0,000","31,000","120,000","48,392","0,000","5.300,440"
18/03/2024,"7.535,352","0,000","451,670","512,252","0,000","0,000","1.174,413","0,000","0,000","2.915,170","183,726","273,680","0,000","1.088,985","372,788","61,000","0,000","0,000","0,000","48,750","272,148","0,000","7.354,582"
19/03/2024,"9.875,898","0,000","230,283","522,511","0,000","0,000","1.150,486","0,000","0,000","6.695,391","111,666","494,786","0,000","1.127,205","1,500","0,000","0,000","0,000","0,000","41,000","57,260","0,000","10.432,088"
20/03/2024,"7.372,147","0,000","94,072","407,488","0,000","0,000","1.141,715","0,000","0,000","2.932,779","109,992","278,125","0,000","1.015,911","797,995","0,000","0,000","0,000","0,000","108,750","844,075","0,000","7.730,902"
21/03/2024,"5.703,370","0,000","107,632","252,421","0,000","0,000","1.375,670","0,000","0,000","2.195,792","167,884","358,050","0,000","869,811","376,201","168,715","0,000","0,000","0,000","67,560","0,000","0,000","5.939,736"
22/03/2024,"7.877,440","0,000","256,180","328,461","0,000","0,000","898,428","0,000","0,000","3.857,888","251,793","494,334","0,000","1.113,844","166,919","362,789","0,000","0,000","0,000","53,625","46,834","0,000","7.831,095"
23/03/2024,"5.839,015","0,000","260,534","302,984","0,000","0,000","1.166,480","0,000","0,000","2.047,752","315,709","251,971","0,000","1.211,774","0,000","0,000","0,000","0,000","0,000","0,000","86,863","0,000","5.644,067"
24/03/2024,"6.884,623","0,000","64,375","451,415","0,000","0,000","915,129","0,000","0,000","2.526,333","94,462","278,214","0,000","1.804,761","34,500","0,000","0,000","0,000","0,000","8,625","340,300","0,000","6.518,114"
25/03/2024,"6.362,639","0,000","227,518","308,012","0,000","0,000","704,293","0,000","0,000","3.011,977","192,968","451,847","0,000","725,757","812,427","37,998","0,000","0,000","0,000","62,250","239,692","0,000","6.774,739"
26/03/2024,"8.688,186","0,000","413,846","746,163","0,000","0,000","1.624,987","0,000","0,000","3.673,221","291,625","743,163","0,000","1.516,669","40,000","0,000","0,000","0,000","0,000","53,625","0,000","0,000","9.103,299"
27/03/2024,"9.978,818","0,000","120,431","830,050","0,000","0,000","2.223,397","0,000","0,000","4.073,551","422,767","381,459","0,000","2.067,737","360,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","10.479,392"
28/03/2024,"8.219,241","0,000","207,001","362,327","0,000","0,000","1.362,822","0,000","0,000","3.669,423","561,011","469,078","0,000","1.154,985","0,000","0,000","0,000","0,000","0,000","0,000","30,984","0,000","7.817,631"
29/03/2024,"8.509,770","0,000","168,715","746,753","0,000","0,000","1.407,001","0,000","0,000","3.921,131","178,490","637,388","0,000","1.815,275","0,000","0,000","0,000","0,000","0,000","15,000","0,000","0,000","8.889,753"
30/03/2024,"5.533,359","0,000","96,354","304,317","0,000","0,000","1.266,194","0,000","0,000","2.033,439","330,548","208,571","0,000","1.100,570","312,580","0,000","0,000","0,000","0,000","7,500","38,678","0,000","5.698,751"
31/03/2024,"5.717,913","0,000","50,926","163,889","0,000","0,000","1.077,003","0,000","0,000","2.177,520","958,429","263,250","0,000","959,326","39,750","0,000","0,000","0,000","22,000","8,625","0,000","0,000","5.720,718"
01/04/2024,"7.862,833","0,000","221,916","196,454","0,000","0,000","1.006,971","0,000","0,000","2.792,334","930,913","231,319","0,000","587,494","1.461,868","0,000","0,000","0,000","0,000","0,000","157,153","0,000","7.586,422"
02/04/2024,"12.068,482","0,000","222,980","583,794","0,000","0,000","1.178,557","0,000","0,000","8.292,409","149,254","400,534","0,000","1.130,928","263,207","0,000","0,000","0,000","0,000","9,750","0,000","0,000","12.231,413"
03/04/2024,"6.585,010","0,000","83,860","372,069","0,000","0,000","1.293,845","0,000","0,000","2.837,855","122,436","260,998","0,000","1.061,037","457,511","0,000","0,000","0,000","0,000","0,000","83,611","0,000","6.573,222"
04/04/2024,"5.330,253","0,000","170,724","384,927","0,000","0,000","904,920","0,000","0,000","2.990,794","80,411","554,824","0,000","588,246","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","5.674,846"
05/04/2024,"4.976,016","0,000","126,799","366,528","0,000","0,000","784,624","0,000","0,000","2.346,103","252,695","434,628","0,000","746,883","109,500","0,000","0,000","0,000","36,000","61,125","0,926","0,000","5.265,811"
06/04/2024,"4.605,708","0,000","240,013","358,749","0,000","0,000","431,039","0,000","0,000","1.575,687","318,454","687,614","0,000","670,997","124,500","65,000","0,000","0,000","0,000","114,750","264,045","0,000","4.850,848"
07/04/2024,"4.947,574","0,000","154,041","276,425","0,000","0,000","431,452","0,000","0,000","2.764,749","157,225","341,626","0,000","804,409","105,239","75,000","0,000","0,000","0,000","45,000","83,909","0,000","5.239,075"
08/04/2024,"5.605,994","0,000","125,948","413,245","0,000","0,000","752,152","0,000","0,000","1.976,445","182,094","203,982","0,000","1.051,141","993,191","5,000","0,000","0,000","0,000","15,000","0,000","0,000","5.718,198"
09/04/2024,"5.390,641","0,000","87,999","439,050","0,000","0,000","973,469","0,000","0,000","2.419,193","235,436","908,280","0,000","601,132","103,702","92,865","0,000","0,000","0,000","1,125","0,000","0,000","5.862,251"
10/04/2024,"9.245,260","0,000","282,845","409,874","0,000","0,000","1.182,369","0,000","0,000","3.550,748","239,449","661,862","0,000","986,468","215,511","15,000","0,000","0,000","61,000","67,500","337,954","0,000","8.010,580"
11/04/2024,"5.730,328","0,000","101,432","497,340","0,000","0,000","915,003","0,000","0,000","3.029,763","211,622","377,202","0,000","713,392","15,000","0,000","0,000","0,000","7,000","7,500","64,764","0,000","5.940,018"
12/04/2024,"5.804,195","0,000","78,468","623,817","0,000","0,000","1.021,227","0,000","0,000","2.214,214","167,311","383,107","0,000","1.255,985","32,250","0,000","0,000","0,000","6,000","15,000","201,064","0,000","5.998,443"
13/04/2024,"4.355,970","0,000","74,295","495,741","0,000","0,000","580,387","0,000","0,000","1.451,674","174,999","219,792","0,000","1.395,365","36,427","10,000","0,000","0,000","10,000","0,000","0,000","0,000","4.448,680"
14/04/2024,"3.478,164","0,000","48,808","199,326","0,000","0,000","489,472","0,000","0,000","1.663,777","52,393","201,809","0,000","494,717","116,857","0,000","0,000","0,000","0,000","47,250","36,467","0,000","3.350,876"
15/04/2024,"5.353,136","0,000","144,832","348,119","0,000","0,000","994,896","0,000","0,000","2.469,060","173,170","341,601","0,000","1.102,769","5,489","0,000","0,000","0,000","37,000","15,000","0,000","0,000","5.631,936"
16/04/2024,"7.487,066","0,000","324,256","528,244","0,000","0,000","1.033,946","0,000","0,000","2.760,801","273,723","1.713,002","0,000","1.064,560","30,000","0,000","0,000","0,000","0,000","37,500","0,000","0,000","7.766,032"
17/04/2024,"7.263,019","0,000","75,312","501,441","0,000","0,000","1.141,890","0,000","0,000","1.851,641","370,872","290,797","0,000","1.896,268","95,000","155,000","0,000","0,000","16,000","0,000","141,559","0,000","6.535,780"
18/04/2024,"6.414,850","0,000","283,624","311,089","0,000","0,000","753,672","0,000","0,000","3.426,466","145,181","201,841","0,000","887,372","0,000","0,000","0,000","0,000","0,000","0,000","270,942","0,000","6.280,187"
19/04/2024,"7.934,401","0,000","241,074","410,321","0,000","0,000","948,424","0,000","0,000","3.676,636","203,461","473,753","0,000","2.000,780","0,000","293,000","0,000","0,000","0,000","7,500","11,200","0,000","8.266,149"
20/04/2024,"7.004,046","0,000","222,710","260,900","0,000","0,000","1.237,956","0,000","0,000","2.061,657","262,509","624,106","0,000","2.352,328","44,068","0,000","0,000","0,000","0,000","0,000","4,683","0,000","7.070,917"
21/04/2024,"5.795,493","0,000","203,647","341,180","0,000","0,000","647,300","0,000","0,000","3.335,489","115,857","406,341","0,000","752,504","113,485","0,000","0,000","0,000","0,000","81,000","0,000","0,000","5.996,803"
22/04/2024,"14.734,300","0,000","90,625","399,626","0,000","0,000","1.289,967","0,000","0,000","14.817,988","290,825","190,501","0,000","1.009,415","61,000","542,000","0,000","0,000","0,000","7,500","88,889","0,000","18.788,336"
23/04/2024,"12.810,337","0,000","196,354","399,374","0,000","0,000","1.114,654","0,000","0,000","9.230,071","254,043","275,369","0,000","1.564,669","424,399","425,528","0,000","0,000","0,000","15,000","0,000","0,000","13.899,461"
24/04/2024,"12.357,204","0,000","431,750","852,363","0,000","0,000","1.856,044","0,000","0,000","4.982,194","404,366","1.130,473","0,000","2.325,548","0,000","491,000","0,000","0,000","0,000","0,000","2,126","0,000","12.475,864"
25/04/2024,"5.822,751","0,000","118,225","228,778","0,000","0,000","624,385","0,000","0,000","2.782,446","139,526","195,999","0,000","1.299,306","405,203","66,405","0,000","0,000","0,000","54,997","35,127","0,000","5.950,397"
26/04/2024,"7.751,830","0,000","71,880","619,234","0,000","0,000","1.409,356","0,000","0,000","3.729,565","283,882","442,573","0,000","870,776","289,500","45,000","0,000","0,000","0,000","144,750","235,783","0,000","8.142,299"
27/04/2024,"4.743,936","0,000","42,524","175,822","0,000","0,000","2.703,884","0,000","0,000","1.595,644","96,349","129,164","0,000","696,909","39,004","0,000","0,000","0,000","0,000","82,500","0,000","0,000","5.561,800"
28/04/2024,"3.621,084","0,000","47,974","128,044","0,000","0,000","320,508","0,000","0,000","2.148,651","183,603","214,865","0,000","489,319","16,808","0,000","0,000","0,000","0,000","0,000","0,000","0,000","3.549,772"
29/04/2024,"8.098,021","0,000","487,316","489,529","0,000","0,000","888,454","0,000","0,000","3.252,770","383,496","1.458,498","0,000","804,125","457,000","225,000","0,000","0,000","0,000","15,000","0,000","0,000","8.461,188"
30/04/2024,"5.258,520","0,000","175,800","501,549","0,000","0,000","1.354,057","0,000","0,000","2.036,661","365,720","378,214","0,000","671,599","50,000","0,000","0,000","0,000","0,000","7,500","0,000","0,000","5.541,100"
01/05/2024,"7.495,694","0,000","322,599","304,458","0,000","0,000","1.199,961","0,000","0,000","2.741,294","829,378","638,876","0,000","1.512,647","167,250","0,000","0,000","0,000","34,374","82,500","146,944","0,000","7.980,281"
02/05/2024,"9.809,081","0,000","295,310","1.066,406","0,000","0,000","877,282","0,000","0,000","4.353,234","209,138","571,737","0,000","975,884","204,703","91,294","0,000","0,000","0,000","45,000","498,266","0,000","9.188,254"
03/05/2024,"11.943,260","0,000","480,297","277,133","0,000","0,000","1.242,734","0,000","0,000","4.012,722","209,071","1.091,745","0,000","585,265","198,442","295,215","0,000","0,000","0,000","19,875","47,929","0,000","8.460,428"
