Data,Italia,Italia (senza vincoli),Austria,Calabria,Centro Nord,Corsica AC,Corsica,Centro Sud,Francia,Grecia,Nord,Sardegna,Sicilia,Slovenia,Sud,Svizzera,Slovenia Coupling,Francia Coupling,Austria Coupling,Malta,Montenegro,Grecia Coupling,Italia  Coupling
08/02/2024,,"101,32","101,32","101,32","101,32","101,32","101,32","101,32","101,32","101,32","101,32","101,32","101,32","101,32","101,32","101,32","101,32","0,00","0,00","101,32","101,32","101,32","101,32"
09/02/2024,,"105,29","105,29","105,29","105,29","105,29","105,29","105,29","105,29","105,29","105,29","105,29","105,29","105,29","105,29","105,29","105,29","0,00","0,00","105,29","105,29","105,29","105,29"
10/02/2024,,"74,17","74,23","74,23","74,23","74,23","74,23","74,23","74,23","74,23","74,23","74,23","74,23","74,23","74,23","74,23","74,23","0,00","0,00","74,23","74,23","74,23","74,23"
11/02/2024,,"70,41","71,96","65,61","71,96","60,34","65,61","65,61","71,96","65,61","71,96","60,34","65,61","71,96","65,61","71,96","71,96","0,00","0,00","65,61","65,61","65,61","71,96"
12/02/2024,,"90,73","90,73","90,73","90,73","90,73","90,73","90,73","90,73","90,73","90,73","90,73","90,73","90,73","90,73","90,73","90,73","0,00","0,00","90,73","90,73","90,73","90,73"
13/02/2024,,"93,08","93,08","93,08","93,08","93,08","93,08","93,08","93,08","93,08","93,08","93,08","93,08","93,08","93,08","93,08","93,08","0,00","0,00","93,08","93,08","93,08","93,08"
14/02/2024,,"84,90","86,11","75,17","86,11","78,01","86,11","78,01","86,11","75,17","86,11","78,01","75,17","86,11","75,17","86,11","86,11","0,00","0,00","75,17","78,01","75,17","86,11"
15/02/2024,,"83,90","83,69","83,69","83,69","83,69","83,69","83,69","83,69","83,69","83,69","83,69","92,85","83,69","83,69","83,69","83,69","0,00","0,00","92,85","83,69","83,69","83,69"
16/02/2024,,"74,85","74,49","79,20","74,49","79,20","79,20","79,20","74,49","79,20","74,49","79,20","79,20","74,49","79,20","74,49","74,49","0,00","0,00","79,20","79,20","79,20","74,49"
17/02/2024,,"78,33","78,33","78,33","78,33","78,33","78,33","78,33","78,33","78,33","78,33","78,33","78,33","78,33","78,33","78,33","78,33","0,00","0,00","78,33","78,33","78,33","78,33"
18/02/2024,,"76,29","76,29","76,29","76,29","76,29","76,29","76,29","76,29","76,29","76,29","76,29","76,29","76,29","76,29","76,29","76,29","0,00","0,00","76,29","76,29","76,29","76,29"
19/02/2024,,"87,08","87,08","87,08","87,08","87,08","87,08","87,08","87,08","87,08","87,08","87,08","87,08","87,08","87,08","87,08","87,08","0,00","0,00","87,08","87,08","87,08","87,08"
20/02/2024,,"86,63","86,67","86,67","86,67","86,67","86,67","86,67","86,67","86,67","86,67","86,67","86,67","86,67","86,67","86,67","86,67","0,00","0,00","86,67","86,67","86,67","86,67"
21/02/2024,,"90,02","90,02","90,02","90,02","90,02","90,02","90,02","90,02","90,02","90,02","90,02","90,02","90,02","90,02","90,02","90,02","0,00","0,00","90,02","90,02","90,02","90,02"
22/02/2024,,"89,99","94,14","83,14","94,14","83,14","83,14","83,14","94,14","83,14","94,14","83,14","107,63","94,14","83,14","94,14","94,14","0,00","0,00","107,63","83,14","83,14","94,14"
23/02/2024,,"94,54","95,27","90,57","95,27","95,27","95,27","95,27","95,27","90,57","95,27","95,27","90,57","95,27","90,57","95,27","95,27","0,00","0,00","90,57","95,27","90,57","95,27"
24/02/2024,,"88,67","87,92","87,92","87,92","87,92","87,92","87,92","87,92","87,92","87,92","87,92","94,70","87,92","87,92","87,92","87,92","0,00","0,00","94,70","87,92","87,92","87,92"
25/02/2024,,"90,28","90,28","90,28","90,28","90,28","90,28","90,28","90,28","90,28","90,28","90,28","90,28","90,28","90,28","90,28","90,28","0,00","0,00","90,28","90,28","90,28","90,28"
26/02/2024,,"80,81","81,10","78,33","81,10","81,10","81,10","81,10","81,10","81,10","81,10","81,10","78,33","81,10","81,10","81,10","81,10","0,00","0,00","78,33","81,10","81,10","81,10"
27/02/2024,,"94,91","95,64","93,68","95,64","95,64","95,64","95,64","95,64","93,68","95,64","95,64","93,68","95,64","93,68","95,64","95,64","0,00","0,00","93,68","95,64","93,68","95,64"
28/02/2024,,"94,91","95,51","92,12","95,51","95,51","95,51","95,51","95,51","92,13","95,51","95,51","92,13","95,51","92,13","95,51","95,51","0,00","0,00","92,13","95,51","92,13","95,51"
29/02/2024,,"107,00","107,00","107,00","107,00","107,00","107,00","107,00","107,00","107,00","107,00","107,00","107,00","107,00","107,00","107,00","107,00","0,00","0,00","107,00","107,00","107,00","107,00"
01/03/2024,,"92,29","92,29","92,29","92,29","92,29","92,29","92,29","92,29","92,29","92,29","92,29","92,29","92,29","92,29","92,29","92,29","0,00","0,00","92,29","92,29","92,29","92,29"
02/03/2024,,"70,01","70,27","70,27","70,27","70,27","70,27","70,27","70,27","70,27","70,27","70,27","70,27","70,27","70,27","70,27","70,27","0,00","0,00","70,27","70,27","70,27","70,27"
03/03/2024,,"85,42","85,33","86,56","86,56","82,67","86,56","86,56","85,33","86,56","85,33","82,67","86,56","85,33","86,56","85,33","85,33","0,00","0,00","86,56","86,56","86,56","85,33"
04/03/2024,,"89,88","90,03","85,59","90,03","90,03","90,03","90,03","90,03","90,03","90,03","90,03","85,59","90,03","90,03","90,03","90,03","0,00","0,00","85,59","90,03","90,03","90,03"
05/03/2024,,"103,38","104,68","104,68","104,68","77,21","104,68","104,68","104,68","104,68","104,68","77,21","104,68","104,68","104,68","104,68","104,68","0,00","0,00","104,68","104,68","104,68","104,68"
06/03/2024,,"89,59","92,15","83,50","92,15","66,92","86,40","92,15","92,15","83,50","92,15","66,92","83,50","92,15","83,50","92,15","92,15","0,00","0,00","83,50","92,15","83,50","92,15"
07/03/2024,,"101,96","102,05","102,04","102,05","102,05","102,05","102,05","102,05","102,05","102,05","102,05","102,05","102,05","102,05","102,05","102,05","0,00","0,00","102,05","102,04","102,05","102,05"
08/03/2024,,"92,88","92,96","93,21","93,21","93,21","93,21","93,21","92,96","93,21","92,96","93,21","93,21","92,96","93,21","92,96","92,96","0,00","0,00","93,21","93,21","93,21","92,96"
09/03/2024,,"97,23","97,23","97,23","97,23","97,23","97,23","97,23","97,23","97,23","97,23","97,23","97,23","97,23","97,23","97,23","97,23","0,00","0,00","97,23","97,23","97,23","97,23"
10/03/2024,,"99,53","100,30","86,45","100,30","100,30","100,30","100,30","100,30","89,19","100,30","100,30","83,38","100,30","89,19","100,30","100,30","0,00","0,00","83,38","100,30","89,19","100,30"
11/03/2024,,"84,60","85,71","83,62","85,71","62,45","85,71","85,71","85,71","83,62","85,71","62,45","83,62","85,71","83,62","85,71","85,71","0,00","0,00","83,62","85,71","83,62","85,71"
12/03/2024,,"88,91","89,36","88,92","89,36","58,34","89,36","89,36","89,36","89,36","89,36","58,34","88,92","89,36","89,36","89,36","89,36","0,00","0,00","88,92","89,36","89,36","89,36"
13/03/2024,,"90,78","87,48","87,48","87,48","87,48","87,48","87,48","87,48","87,48","87,48","87,48","130,37","87,48","87,48","87,48","87,48","0,00","0,00","130,37","87,48","87,48","87,48"
14/03/2024,,"83,37","82,11","82,40","82,40","82,40","82,40","82,40","82,11","82,40","82,11","82,40","101,14","82,11","82,40","82,11","82,11","0,00","0,00","101,14","82,40","82,40","82,11"
15/03/2024,,"94,03","93,72","93,72","93,72","93,72","93,72","93,72","93,72","93,72","93,72","93,72","94,66","93,72","93,72","93,72","93,72","0,00","0,00","94,66","93,72","93,72","93,72"
16/03/2024,,"82,86","78,89","90,63","90,63","79,04","90,63","90,63","78,89","90,63","78,89","79,04","90,63","78,89","90,63","78,89","78,89","0,00","0,00","90,63","90,63","90,63","78,89"
17/03/2024,,"79,01","78,31","80,20","80,20","78,16","80,20","80,20","78,31","80,20","78,31","78,16","80,20","78,31","80,20","78,31","78,31","0,00","0,00","80,20","80,20","80,20","78,31"
18/03/2024,,"98,78","99,87","99,87","99,87","76,68","99,87","99,87","99,87","99,87","99,87","76,68","99,87","99,87","99,87","99,87","99,87","0,00","0,00","99,87","99,87","99,87","99,87"
19/03/2024,,"101,59","101,59","101,59","101,59","101,59","101,59","101,59","101,59","101,59","101,59","101,59","101,59","101,59","101,59","101,59","101,59","0,00","0,00","101,59","101,59","101,59","101,59"
20/03/2024,,"110,17","110,34","110,34","110,34","94,52","110,34","110,34","110,34","110,34","110,34","94,52","111,18","110,34","110,34","110,34","110,34","0,00","0,00","111,18","110,34","110,34","110,34"
21/03/2024,,"89,93","90,07","90,07","90,07","89,18","89,18","90,07","90,07","90,07","90,07","89,18","90,07","90,07","90,07","90,07","90,07","0,00","0,00","90,07","90,07","90,07","90,07"
22/03/2024,,"84,10","85,51","85,51","85,51","72,70","85,51","85,51","85,51","85,51","85,51","72,70","85,51","85,51","85,51","85,51","85,51","0,00","0,00","85,51","85,51","85,51","85,51"
23/03/2024,,"76,70","79,49","79,49","79,49","60,66","79,49","79,49","79,49","79,49","79,49","60,66","79,49","79,49","79,49","79,49","79,49","0,00","0,00","79,49","79,49","79,49","79,49"
24/03/2024,,"57,99","62,06","60,65","62,06","47,84","58,64","62,06","62,06","60,65","62,06","47,84","60,65","62,06","60,65","62,06","62,06","0,00","0,00","60,65","62,06","60,65","62,06"
25/03/2024,,"88,84","88,90","88,90","88,90","88,90","88,90","88,90","88,90","88,90","88,90","88,90","88,90","88,90","88,90","88,90","88,90","0,00","0,00","88,90","88,90","88,90","88,90"
26/03/2024,,"111,11","111,40","110,84","111,40","110,22","111,40","111,40","111,40","111,40","111,40","110,22","110,84","111,40","111,40","111,40","111,40","0,00","0,00","110,84","111,40","111,40","111,40"
27/03/2024,,"102,36","105,22","92,45","105,22","62,81","105,22","105,22","105,22","92,45","105,22","62,81","92,45","105,22","92,45","105,22","105,22","0,00","0,00","92,45","105,22","92,45","105,22"
28/03/2024,,"90,05","95,61","67,46","95,61","61,03","95,61","95,44","95,61","67,46","95,61","61,03","67,46","95,61","67,46","95,61","95,61","0,00","0,00","67,46","95,44","67,46","95,61"
29/03/2024,,"115,53","116,00","116,00","116,00","82,52","116,00","116,00","116,00","116,00","116,00","82,52","116,00","116,00","116,00","116,00","116,00","0,00","0,00","116,00","116,00","116,00","116,00"
30/03/2024,,"76,30","77,55","68,56","77,55","77,35","77,35","77,35","77,55","68,56","77,55","77,35","68,56","77,55","68,56","77,55","77,55","0,00","0,00","68,56","77,35","68,56","77,55"
31/03/2024,,"86,40","91,66","79,40","91,66","91,66","91,66","91,66","91,66","79,40","91,66","91,66","79,40","91,66","79,40","91,66","91,66","0,00","0,00","79,40","91,66","79,40","91,66"
01/04/2024,,"39,58","44,48","36,84","44,48","39,15","44,48","44,48","44,48","36,84","44,48","39,15","36,84","44,48","36,84","44,48","44,48","0,00","0,00","36,84","44,48","36,84","44,48"
02/04/2024,,"90,29","90,37","90,37","90,37","85,89","90,37","90,37","90,37","90,37","90,37","85,89","90,37","90,37","90,37","90,37","90,37","0,00","0,00","90,37","90,37","90,37","90,37"
03/04/2024,,"80,58","81,20","80,44","81,20","59,62","75,54","80,44","81,20","80,44","81,20","59,62","80,44","81,20","80,44","81,20","81,20","0,00","0,00","80,44","80,44","80,44","81,20"
04/04/2024,,"82,02","82,27","80,93","82,27","82,27","82,27","82,27","82,27","82,27","82,27","82,27","80,93","82,27","82,27","82,27","82,27","0,00","0,00","80,93","82,27","82,27","82,27"
05/04/2024,,"73,56","73,65","73,65","73,65","69,57","73,65","73,65","73,65","73,65","73,65","69,57","73,65","73,65","73,65","73,65","73,65","0,00","0,00","73,65","73,65","73,65","73,65"
06/04/2024,,"43,75","43,75","43,75","43,75","43,75","43,75","43,75","43,75","43,75","43,75","43,75","43,75","43,75","43,75","43,75","43,75","0,00","0,00","43,75","43,75","43,75","43,75"
07/04/2024,,"53,55","52,84","53,67","53,67","53,67","53,67","53,67","52,84","53,67","52,84","53,67","53,67","52,84","53,67","52,84","52,84","0,00","0,00","53,67","53,67","53,67","52,84"
08/04/2024,,"83,16","83,55","83,55","83,55","76,79","83,55","83,55","83,55","83,55","83,55","76,79","83,55","83,55","83,55","83,55","83,55","0,00","0,00","83,55","83,55","83,55","83,55"
09/04/2024,,"81,70","81,79","81,79","81,79","81,79","81,79","81,79","81,79","81,79","81,79","81,79","81,79","81,79","81,79","81,79","81,79","0,00","0,00","81,79","81,79","81,79","81,79"
10/04/2024,,"82,50","91,03","69,91","88,74","51,83","81,32","84,88","91,03","69,91","91,03","51,83","69,91","91,03","69,91","91,03","91,03","0,00","0,00","69,91","84,88","69,91","91,03"
11/04/2024,,"72,79","72,79","72,79","72,79","72,79","72,79","72,79","72,79","72,79","72,79","72,79","72,79","72,79","72,79","72,79","72,79","0,00","0,00","72,79","72,79","72,79","72,79"
12/04/2024,,"67,97","67,89","67,97","67,89","67,97","67,97","67,97","67,89","67,97","67,89","67,97","67,97","67,89","67,97","67,89","67,89","0,00","0,00","67,97","67,97","67,97","67,89"
13/04/2024,,"66,47","63,89","71,71","71,71","71,71","71,71","71,71","63,89","71,71","63,89","71,71","71,71","63,89","71,71","63,89","63,89","0,00","0,00","71,71","71,71","71,71","63,89"
14/04/2024,,"63,87","63,26","66,71","65,31","66,71","66,71","66,71","63,26","66,71","63,26","66,71","66,71","63,26","66,71","63,26","63,26","0,00","0,00","66,71","66,71","66,71","63,26"
15/04/2024,,"88,86","88,94","88,94","88,94","88,94","88,94","88,94","88,94","88,94","88,94","88,94","88,94","88,94","88,94","88,94","88,94","0,00","0,00","88,94","88,94","88,94","88,94"
16/04/2024,,"102,57","104,01","104,01","104,01","69,54","69,54","104,01","104,01","104,01","104,01","69,54","107,22","104,01","104,01","104,01","104,01","0,00","0,00","107,22","104,01","104,01","104,01"
17/04/2024,,"96,22","100,52","89,14","100,52","50,49","57,99","100,52","100,52","89,14","100,52","50,49","89,14","100,52","89,14","100,52","100,52","0,00","0,00","89,14","100,52","89,14","100,52"
18/04/2024,,"103,19","106,00","106,00","106,00","65,24","65,24","106,00","106,00","106,00","106,00","65,24","106,00","106,00","106,00","106,00","106,00","0,00","0,00","106,00","106,00","106,00","106,00"
19/04/2024,,"100,75","101,50","101,50","101,50","76,48","76,48","101,50","101,50","101,50","101,50","76,48","101,50","101,50","101,50","101,50","101,50","0,00","0,00","101,50","101,50","101,50","101,50"
20/04/2024,,"97,74","98,91","98,91","98,91","67,67","98,91","98,91","98,91","98,91","98,91","67,67","98,91","98,91","98,91","98,91","98,91","0,00","0,00","98,91","98,91","98,91","98,91"
21/04/2024,,"78,46","78,29","79,58","80,01","78,61","80,01","80,01","78,29","79,58","78,29","78,61","79,58","78,29","79,58","78,29","78,29","0,00","0,00","79,58","80,01","79,58","78,29"
22/04/2024,,"118,87","119,73","119,73","119,73","77,25","119,73","119,73","119,73","119,73","119,73","77,25","119,73","119,73","119,73","119,73","119,73","0,00","0,00","119,73","119,73","119,73","119,73"
23/04/2024,,"111,14","113,27","111,96","113,27","60,47","77,85","111,96","113,27","111,96","113,27","60,47","111,96","113,27","111,96","113,27","113,27","0,00","0,00","111,96","111,96","111,96","113,27"
24/04/2024,,"118,15","119,64","119,64","119,64","75,94","113,11","119,64","119,64","119,64","119,64","75,94","119,64","119,64","119,64","119,64","119,64","0,00","0,00","119,64","119,64","119,64","119,64"
25/04/2024,,"93,90","94,45","94,45","94,45","73,84","94,45","94,45","94,45","94,45","94,45","73,84","94,45","94,45","94,45","94,45","94,45","0,00","0,00","94,45","94,45","94,45","94,45"
26/04/2024,,"93,46","93,39","93,73","93,73","93,73","93,73","93,73","93,39","93,73","93,39","93,73","93,73","93,39","93,73","93,39","93,39","0,00","0,00","93,73","93,73","93,73","93,39"
27/04/2024,,"99,78","99,03","107,67","107,67","96,96","107,67","107,67","99,03","107,67","99,03","96,96","107,67","99,03","107,67","99,03","99,03","0,00","0,00","107,67","107,67","107,67","99,03"
28/04/2024,,"78,20","80,50","80,23","80,23","61,14","80,23","80,23","80,50","80,23","80,50","61,14","80,23","80,50","80,23","80,50","80,50","0,00","0,00","80,23","80,23","80,23","80,50"
29/04/2024,,"93,22","94,91","94,91","94,91","68,06","94,91","94,91","94,91","94,91","94,91","68,06","94,91","94,91","94,91","94,91","94,91","0,00","0,00","94,91","94,91","94,91","94,91"
30/04/2024,,"90,79","90,80","90,80","90,80","90,80","90,80","90,80","90,80","90,80","90,80","90,80","90,80","90,80","90,80","90,80","90,80","0,00","0,00","90,80","90,80","90,80","90,80"
01/05/2024,,"70,40","72,62","66,88","73,63","73,63","73,63","73,63","72,62","66,88","72,62","73,63","66,88","72,62","66,88","72,62","72,62","0,00","0,00","66,88","73,63","66,88","72,62"
02/05/2024,,"69,73","72,05","56,83","72,05","47,23","58,27","72,05","72,05","56,83","72,05","47,23","56,83","72,05","56,83","72,05","72,05","0,00","0,00","56,83","72,05","56,83","72,05"
03/05/2024,,"77,13","91,29","60,13","91,29","54,97","91,29","85,60","91,29","60,13","91,29","54,97","60,13","91,29","60,13","91,29","91,29","0,00","0,00","60,13","85,60","60,13","91,29"
04/05/2024,,"73,10","73,86","70,37","73,86","73,86","73,86","73,86","73,86","70,38","73,86","73,86","70,38","73,86","70,38","73,86","73,86","0,00","0,00","70,38","73,86","70,38","73,86"
05/05/2024,,"73,99","70,81","80,92","80,92","80,92","80,92","80,92","70,81","80,92","70,81","80,92","80,92","70,81","80,92","70,81","70,81","0,00","0,00","80,92","80,92","80,92","70,81"
06/05/2024,,"107,94","107,95","107,95","107,95","107,95","107,95","107,95","107,95","107,95","107,95","107,95","107,95","107,95","107,95","107,95","107,95","0,00","0,00","107,95","107,95","107,95","107,95"
07/05/2024,,"97,80","98,30","95,54","98,55","95,54","98,55","95,54","98,30","95,54","98,30","95,54","95,54","98,30","95,54","98,30","98,30","0,00","0,00","95,54","95,54","95,54","98,30"
08/05/2024,,"100,02","100,02","100,02","100,02","100,02","100,02","100,02","100,02","100,02","100,02","100,02","100,02","100,02","100,02","100,02","100,02","0,00","0,00","100,02","100,02","100,02","100,02"
09/05/2024,,"87,16","87,18","87,93","87,18","87,18","87,18","87,18","87,18","87,18","87,18","87,18","87,93","87,18","87,18","87,18","87,18","0,00","0,00","87,93","87,18","87,18","87,18"
10/05/2024,,"71,62","71,67","71,67","71,67","71,67","71,67","71,67","71,67","71,67","71,67","71,67","71,67","71,67","71,67","71,67","71,67","0,00","0,00","71,67","71,67","71,67","71,67"
11/05/2024,,"68,88","68,84","72,78","72,78","72,78","72,78","72,78","68,84","72,78","68,84","72,78","72,78","68,84","72,78","68,84","68,84","0,00","0,00","72,78","72,78","72,78","68,84"
12/05/2024,,"70,29","67,30","78,43","78,43","78,43","78,43","78,43","67,30","78,43","67,30","78,43","78,43","67,30","78,43","67,30","67,30","0,00","0,00","78,43","78,43","78,43","67,30"
13/05/2024,,"101,81","101,69","101,69","101,69","101,69","101,69","101,69","101,69","101,69","101,69","101,69","113,44","101,69","101,69","101,69","101,69","0,00","0,00","113,44","101,69","101,69","101,69"
14/05/2024,,"104,96","104,98","104,98","104,98","104,98","104,98","104,98","104,98","104,98","104,98","104,98","104,98","104,98","104,98","104,98","104,98","0,00","0,00","104,98","104,98","104,98","104,98"
15/05/2024,,"113,21","113,20","112,39","113,20","112,39","112,39","112,39","113,20","112,39","113,20","112,39","115,49","113,20","112,39","113,20","113,20","0,00","0,00","115,49","112,39","112,39","113,20"
16/05/2024,,"99,69","99,77","99,77","99,77","77,11","99,77","99,77","99,77","99,77","99,77","77,11","105,60","99,77","99,77","99,77","99,77","0,00","0,00","105,60","99,77","99,77","99,77"
17/05/2024,,"91,17","91,07","91,07","91,07","91,07","91,07","91,07","91,07","91,07","91,07","91,07","101,20","91,07","91,07","91,07","91,07","0,00","0,00","101,20","91,07","91,07","91,07"
18/05/2024,,"104,34","101,13","105,82","105,82","105,82","105,82","105,82","101,13","105,82","101,13","105,82","121,46","101,13","105,82","101,13","101,13","0,00","0,00","121,46","105,82","105,82","101,13"
