Data,Ora,MWh
01/01/2024,13,"46,302"
01/01/2024,14,"-1,169"
01/01/2024,15,"-14,426"
01/01/2024,16,"-118,670"
01/01/2024,17,"5,128"
01/01/2024,18,"-14,614"
01/01/2024,19,"6,227"
01/01/2024,20,"4,092"
01/01/2024,21,"-69,138"
01/01/2024,22,"-105,221"
01/01/2024,23,"-112,148"
01/01/2024,24,"-123,733"
02/01/2024,13,"-20,323"
02/01/2024,14,"-49,516"
02/01/2024,15,"193,972"
02/01/2024,16,"68,599"
02/01/2024,17,"-28,771"
02/01/2024,18,"-23,197"
02/01/2024,19,"59,368"
02/01/2024,20,"0,435"
02/01/2024,21,"-74,459"
02/01/2024,22,"52,468"
02/01/2024,23,"-87,326"
02/01/2024,24,"-169,658"
03/01/2024,13,"-55,182"
03/01/2024,14,"-104,345"
03/01/2024,15,"-131,690"
03/01/2024,16,"-145,484"
03/01/2024,17,"-105,269"
03/01/2024,18,"-127,073"
03/01/2024,19,"-90,545"
03/01/2024,20,"-98,685"
03/01/2024,21,"6,940"
03/01/2024,22,"-60,779"
03/01/2024,23,"-93,572"
03/01/2024,24,"-115,178"
04/01/2024,13,"22,487"
04/01/2024,14,"-60,260"
04/01/2024,15,"-66,768"
04/01/2024,16,"40,346"
04/01/2024,17,"-28,145"
04/01/2024,18,"-99,496"
04/01/2024,19,"-125,807"
04/01/2024,20,"-143,782"
04/01/2024,21,"-100,616"
04/01/2024,22,"-203,039"
04/01/2024,23,"-58,449"
04/01/2024,24,"-162,388"
05/01/2024,13,"-9,009"
05/01/2024,14,"19,483"
05/01/2024,15,"-26,783"
05/01/2024,16,"-193,433"
05/01/2024,17,"-132,590"
05/01/2024,18,"-40,160"
05/01/2024,19,"-211,923"
05/01/2024,20,"-107,413"
05/01/2024,21,"-141,856"
05/01/2024,22,"0,602"
05/01/2024,23,"53,607"
05/01/2024,24,"83,417"
06/01/2024,13,"3,577"
06/01/2024,14,"-184,164"
06/01/2024,15,"-317,959"
06/01/2024,16,"-427,946"
06/01/2024,17,"-268,871"
06/01/2024,18,"-170,172"
06/01/2024,19,"-91,586"
06/01/2024,20,"-96,294"
06/01/2024,21,"-13,982"
06/01/2024,22,"39,233"
06/01/2024,23,"-55,211"
06/01/2024,24,"-67,499"
07/01/2024,13,"-369,653"
07/01/2024,14,"-642,311"
07/01/2024,15,"-438,331"
07/01/2024,16,"-327,744"
07/01/2024,17,"-143,458"
07/01/2024,18,"-213,960"
07/01/2024,19,"-61,617"
07/01/2024,20,"-36,337"
07/01/2024,21,"-269,070"
07/01/2024,22,"-369,295"
07/01/2024,23,"-163,463"
07/01/2024,24,"-259,313"
08/01/2024,13,"-9,547"
08/01/2024,14,"49,740"
08/01/2024,15,"27,439"
08/01/2024,16,"-25,314"
08/01/2024,17,"-33,341"
08/01/2024,18,"-155,982"
08/01/2024,19,"-42,832"
08/01/2024,20,"-14,015"
08/01/2024,21,"-96,369"
08/01/2024,22,"-30,178"
08/01/2024,23,"86,219"
08/01/2024,24,"24,282"
09/01/2024,13,"86,683"
09/01/2024,14,"-6,266"
09/01/2024,15,"289,291"
09/01/2024,16,"-0,317"
09/01/2024,17,"74,696"
09/01/2024,18,"-19,661"
09/01/2024,19,"65,495"
09/01/2024,20,"61,024"
09/01/2024,21,"88,010"
09/01/2024,22,"114,938"
09/01/2024,23,"280,969"
09/01/2024,24,"114,867"
10/01/2024,13,"120,343"
10/01/2024,14,"39,623"
10/01/2024,15,"-48,239"
10/01/2024,16,"237,400"
10/01/2024,17,"13,469"
10/01/2024,18,"-15,867"
10/01/2024,19,"-11,473"
10/01/2024,20,"76,464"
10/01/2024,21,"-165,460"
10/01/2024,22,"107,305"
10/01/2024,23,"34,668"
10/01/2024,24,"-237,421"
11/01/2024,13,"-61,215"
11/01/2024,14,"-188,710"
11/01/2024,15,"-138,577"
11/01/2024,16,"-130,955"
11/01/2024,17,"-248,778"
11/01/2024,18,"-279,154"
11/01/2024,19,"-232,566"
11/01/2024,20,"-135,447"
11/01/2024,21,"-184,216"
11/01/2024,22,"-195,494"
11/01/2024,23,"-25,593"
11/01/2024,24,"20,416"
12/01/2024,13,"-34,338"
12/01/2024,14,"-90,145"
12/01/2024,15,"16,288"
12/01/2024,16,"-15,056"
12/01/2024,17,"78,612"
12/01/2024,18,"121,387"
12/01/2024,19,"-8,997"
12/01/2024,20,"124,165"
